ResponseId,MainBranch,Employment,RemoteWork,CodingActivities,EdLevel,LearnCode,LearnCodeOnline,LearnCodeCoursesCert,YearsCode,YearsCodePro,DevType,OrgSize,PurchaseInfluence,BuyNewTool,Country,Currency,CompTotal,CompFreq,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,OpSysProfessional use,OpSysPersonal use,VersionControlSystem,VCInteraction,VCHostingPersonal use,VCHostingProfessional use,OfficeStackAsyncHaveWorkedWith,OfficeStackAsyncWantToWorkWith,OfficeStackSyncHaveWorkedWith,OfficeStackSyncWantToWorkWith,Blockchain,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOComm,Age,Gender,Trans,Sexuality,Ethnicity,Accessibility,MentalHealth,TBranch,ICorPM,WorkExp,Knowledge_1,Knowledge_2,Knowledge_3,Knowledge_4,Knowledge_5,Knowledge_6,Knowledge_7,Frequency_1,Frequency_2,Frequency_3,TimeSearching,TimeAnswering,Onboarding,ProfessionalTech,TrueFalse_1,TrueFalse_2,TrueFalse_3,SurveyLength,SurveyEase,ConvertedCompYearly
30808,I am a developer by profession,"Employed, full-time",Full in-person,Hobby;Bootstrapping a business,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Other online resources (e.g., videos, blogs, forum);Online Courses or Certification",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online books;Video-based Online Courses;Interactive tutorial,Coursera;Udemy;Other,13,8,"Developer, mobile","1,000 to 4,999 employees",I have a great deal of influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with;Read ratings or reviews on third party sites like G2Crowd,Saudi Arabia,SAR	Saudi Arabian riyal,47000.0,Monthly,Bash/Shell;Java;Kotlin;Swift,Bash/Shell;Dart;Go;Java;Kotlin;Python;Swift;TypeScript,Cloud Firestore;MariaDB;MongoDB;MySQL;Firebase Realtime Database,Cloud Firestore;DynamoDB;MariaDB;MongoDB;MySQL;Firebase Realtime Database,Firebase,AWS;DigitalOcean;Firebase;Google Cloud;Heroku,Angular;Laravel,Vue.js,Cordova;Ionic;Spring,Apache Kafka;Flutter;Spring,Homebrew,Ansible;Chef;Docker;Kubernetes;Puppet;Terraform,Android Studio;Eclipse;IntelliJ;Nano;NetBeans;Notepad++;PhpStorm;Qt Creator;Vim;Visual Studio Code;Webstorm;Xcode,Android Studio;IntelliJ;Nano;Vim;Visual Studio Code;Webstorm;Xcode,macOS,macOS,Git,Command-line,,,Jira Work Management;Notion;Trello,Jira Work Management;Notion;Trello,Microsoft Teams;Slack;Zoom,Microsoft Teams;Slack;Zoom,Very favorable,Stack Overflow,Multiple times per day,Yes,A few times per month or weekly,"Yes, definitely",35-44 years old,Man,,Straight / Heterosexual,Middle Eastern,None of the above,None of the above,Yes,People manager,8.0,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Never,10+ times a week,3-5 times a week,15-30 minutes a day,15-30 minutes a day,Somewhat short,DevOps function;Continuous integration (CI) and (more often) continuous delivery,Yes,Yes,Yes,Too short,Easy,150408.0
32809,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby;Bootstrapping a business,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification",Technical documentation;Blogs;Stack Overflow;Video-based Online Courses;Online forum;Written-based Online Courses,Pluralsight,11,6,"Developer, front-end;Developer, full-stack;Developer, back-end;Database administrator;Product manager",10 to 19 employees,I have a great deal of influence,Start a free trial;Ask developers I know/work with;Read ratings or reviews on third party sites like G2Crowd,Saudi Arabia,SAR	Saudi Arabian riyal,20000.0,Monthly,C#;JavaScript;TypeScript,C#;JavaScript;PHP;TypeScript,MongoDB;PostgreSQL;Redis,PostgreSQL;Redis,AWS;DigitalOcean;Microsoft Azure;OVH,Microsoft Azure,ASP.NET Core ;Blazor;Express;Node.js;React.js,Angular.js;ASP.NET Core ;Blazor;Express;Next.js;Node.js;React.js;Vue.js,.NET,.NET;Apache Kafka;Electron;Flutter;Qt;Xamarin,Docker;npm;Terraform,Docker;Kubernetes;npm,Sublime Text;Vim;Visual Studio;Visual Studio Code,Android Studio;RStudio;Vim;Visual Studio Code;Xcode,Windows;Windows Subsystem for Linux (WSL),Windows;Windows Subsystem for Linux (WSL),Git,Code editor;Command-line;Version control hosting service web GUI,,,Trello,,Microsoft Teams;Zoom,Microsoft Teams,Unfavorable,Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies);Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,"Yes, somewhat",25-34 years old,Man,No,Straight / Heterosexual,Middle Eastern;African,None of the above,None of the above,Yes,People manager,8.0,Strongly agree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Agree,1-2 times a week,1-2 times a week,1-2 times a week,15-30 minutes a day,30-60 minutes a day,Somewhat long,DevOps function;Microservices;Continuous integration (CI) and (more often) continuous delivery;Automated testing,Yes,No,No,Appropriate in length,Easy,64008.0
33053,I am a developer by profession,"Employed, full-time",Full in-person,Hobby,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Other online resources (e.g., videos, blogs, forum);On the job training;Online Courses or Certification",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online books;Online forum;How-to videos;Certification videos,Udemy,12,8,"Developer, full-stack",20 to 99 employees,I have a great deal of influence,Start a free trial;Visit developer communities like Stack Overflow,Saudi Arabia,SAR	Saudi Arabian riyal,,Monthly,C#;HTML/CSS;Java;JavaScript;PHP;Python;SQL,C#;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;TypeScript,MariaDB;Microsoft SQL Server;MySQL;Oracle;SQLite,MariaDB;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;Firebase Realtime Database;Redis,DigitalOcean;Heroku;Microsoft Azure;VMware,AWS;DigitalOcean;Firebase;Google Cloud;Heroku,ASP.NET;ASP.NET Core ;Django;Flask;Node.js,Angular.js;ASP.NET;ASP.NET Core ;Django;Flask;Next.js;Node.js,.NET;Ionic,.NET;Electron;Spring,Docker;npm,Ansible;Docker;npm;Terraform,Eclipse;IntelliJ;Notepad++;PhpStorm;PyCharm;Visual Studio;Visual Studio Code,Eclipse;IntelliJ;Visual Studio;Visual Studio Code,Linux-based;Windows,Linux-based;Windows,Git,Command-line,,,,,Microsoft Teams;Zoom,Microsoft Teams;Zoom,Very favorable,Stack Overflow;Stack Exchange,Multiple times per day,Yes,A few times per month or weekly,"Yes, definitely",25-34 years old,Man,No,Straight / Heterosexual,Asian,None of the above,None of the above,Yes,Independent contributor,8.0,Agree,Strongly agree,Agree,Neither agree nor disagree,Agree,Strongly agree,Neither agree nor disagree,1-2 times a week,1-2 times a week,Never,15-30 minutes a day,30-60 minutes a day,Very long,None of these,Yes,Yes,Yes,Appropriate in length,Easy,
33118,I am a developer by profession,"Employed, full-time",Full in-person,Hobby;Contribute to open-source projects;Bootstrapping a business,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Online Courses or Certification,,Coursera;edX,19,14,"Developer, full-stack;Database administrator;Academic researcher;System administrator","10,000 or more employees",I have a great deal of influence,Start a free trial,Saudi Arabia,SAR	Saudi Arabian riyal,70000.0,Yearly,HTML/CSS;JavaScript;Python;SQL,Rust,MySQL;Redis;SQLite,,DigitalOcean;Linode,,Django;jQuery,,,,Docker;Kubernetes,,PyCharm;Vim,,Linux-based;Windows Subsystem for Linux (WSL),Linux-based;macOS;Windows;Windows Subsystem for Linux (WSL),Git,Command-line,,,Jira Work Management,,Google Chat;Microsoft Teams,,Unsure,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per month or weekly,"Yes, somewhat",35-44 years old,Man,No,Straight / Heterosexual,Middle Eastern,None of the above,,Yes,People manager,15.0,Strongly agree,Strongly disagree,Disagree,Disagree,Strongly agree,Agree,Disagree,1-2 times a week,6-10 times a week,Never,30-60 minutes a day,30-60 minutes a day,Very long,Automated testing;Observability tools,Yes,No,Yes,Too long,Neither easy nor difficult,18668.0
33236,I am a developer by profession,"Employed, full-time;Employed, part-time",Full in-person,Hobby;Contribute to open-source projects;Freelance/contract work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification;Colleague",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online books;How-to videos,Coursera;Udemy;Udacity,4,4,"Developer, back-end;Developer, mobile","1,000 to 4,999 employees",I have some influence,Start a free trial;Ask developers I know/work with;Research companies that have advertised on sites I visit,Saudi Arabia,SAR	Saudi Arabian riyal,11300.0,Monthly,PHP;Python;Ruby;Swift;TypeScript,JavaScript;PHP;Python;Ruby;Swift;TypeScript,Cloud Firestore;MongoDB;MySQL;Firebase Realtime Database,Cloud Firestore;MongoDB;MySQL;Firebase Realtime Database,Firebase,AWS;DigitalOcean;Firebase;Heroku,Ruby on Rails,Laravel;Next.js;Node.js;Ruby on Rails,,,,,IntelliJ;PhpStorm;RubyMine;Visual Studio Code;Webstorm;Xcode,IntelliJ;PhpStorm;RubyMine;Visual Studio Code;Webstorm;Xcode,macOS,macOS;Windows,Git,Command-line;Version control hosting service web GUI,,,Jira Work Management;Notion,Jira Work Management;Notion,Microsoft Teams;Slack,Microsoft Teams;Slack,Unfavorable,Stack Overflow,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",25-34 years old,Man,No,Straight / Heterosexual,Middle Eastern,None of the above,None of the above,No,,,,,,,,,,,,,,,,,,,,Too long,Easy,36168.0
35087,I am a developer by profession,"Employed, full-time;Independent contractor, freelancer, or self-employed;Employed, part-time","Hybrid (some remote, some in-person)",Freelance/contract work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Books / Physical media;On the job training;Online Courses or Certification,,Udemy,23,23,"Developer, full-stack;Developer, desktop or enterprise applications",100 to 499 employees,I have a great deal of influence,Visit developer communities like Stack Overflow;Ask developers I know/work with,Saudi Arabia,SAR	Saudi Arabian riyal,17000.0,Monthly,C#;HTML/CSS;JavaScript,,Microsoft SQL Server;MySQL;Oracle;SQLite,MongoDB;Firebase Realtime Database,,,ASP.NET Core ,Blazor,.NET,Xamarin,,,Notepad++;Visual Studio,,Linux-based;Windows Subsystem for Linux (WSL),Windows,I don't use one,,,,,,Zoom,,,Collectives on Stack Overflow;Stack Overflow,A few times per week,Yes,Less than once per month or monthly,"Yes, somewhat",45-54 years old,Man,No,Prefer to self-describe:,"Or, in your own words:;African",,"Or, in your own words:",Yes,,23.0,,,,Strongly agree,,,,1-2 times a week,Never,,Less than 15 minutes a day,Less than 15 minutes a day,,None of these,,,,Too short,Easy,54408.0
36610,I am a developer by profession,"Employed, full-time",Full in-person,Freelance/contract work,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Other online resources (e.g., videos, blogs, forum);Online Courses or Certification;Coding Bootcamp;Colleague",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online books;Video-based Online Courses;How-to videos;Written-based Online Courses;Certification videos,Udemy,12,7,"Developer, mobile","10,000 or more employees",I have little or no influence,,Saudi Arabia,SAR	Saudi Arabian riyal,20000.0,Monthly,Dart;Kotlin,Dart;Kotlin;Swift,Firebase Realtime Database,Couchbase;CouchDB;MongoDB;Firebase Realtime Database;Redis;SQLite,AWS;Firebase;Google Cloud;Microsoft Azure,AWS;Firebase;Google Cloud;Microsoft Azure,jQuery;Node.js;React.js,Angular;Angular.js;jQuery;Node.js;React.js;Vue.js,.NET;Flutter,.NET;Flutter,Homebrew;Kubernetes;npm,Chef;Homebrew;Kubernetes;npm;Yarn,Android Studio;Atom;Eclipse;IntelliJ;NetBeans;Notepad++;Sublime Text;Vim;Visual Studio Code;Xcode,Android Studio;Atom;Eclipse;IntelliJ;NetBeans;Notepad++;Sublime Text;Vim;Visual Studio Code;Xcode,macOS,macOS,Git,Code editor;Command-line;Version control hosting service web GUI;Dedicated version control GUI application,,,Asana;Confluence;Jira Work Management;Trello,Asana;Confluence;monday.com;Trello,Cisco Webex Teams;Google Chat;Microsoft Teams;Slack;Zoom,Google Chat,Very favorable,Stack Overflow,Multiple times per day,Yes,A few times per month or weekly,"Yes, definitely",25-34 years old,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,None of the above,Yes,Independent contributor,7.0,Agree,Agree,Agree,Agree,Agree,Agree,Agree,1-2 times a week,6-10 times a week,1-2 times a week,30-60 minutes a day,15-30 minutes a day,Very long,Innersource initiative;DevOps function;Microservices;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;Automated testing;Observability tools,No,Yes,Yes,Too long,Easy,64008.0
37001,I am learning to code,"Not employed, but looking for work",,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Other online resources (e.g., videos, blogs, forum);Online Courses or Certification",Technical documentation;Blogs;Video-based Online Courses;How-to videos;Written-based Online Courses,Udacity,2,,"Developer, front-end",,,Start a free trial;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2Crowd,Saudi Arabia,,,,HTML/CSS;JavaScript,HTML/CSS;JavaScript,Firebase Realtime Database,Firebase Realtime Database,Firebase,Firebase,React.js,React.js,React Native,React Native,npm,npm,Visual Studio Code,Visual Studio Code,Windows,Windows,Git,Code editor,,,,,,,Unsure,Stack Overflow,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,Neutral,18-24 years old,Man,No,Straight / Heterosexual,African,None of the above,None of the above,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,
38030,"I used to be a developer by profession, but no longer am","Not employed, but looking for work",,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Friend or family member;Coding Bootcamp,,,2,,Student,,,Start a free trial;Ask developers I know/work with;Research companies that have advertised on sites I visit,Saudi Arabia,,,,APL;C,APL,Cassandra;Couchbase;CouchDB;Cloud Firestore;DynamoDB;Elasticsearch;MySQL;SQLite,IBM DB2;MariaDB;Microsoft SQL Server;MongoDB;MySQL;Neo4j;Oracle;PostgreSQL;Firebase Realtime Database;Redis,AWS;Colocation;Heroku;Linode;Managed Hosting;Microsoft Azure;Oracle Cloud Infrastructure,DigitalOcean;Firebase;Google Cloud;IBM Cloud or Watson;OpenStack;OVH;VMware,Angular;Angular.js;ASP.NET;Django;Phoenix;Play Framework;React.js;Ruby on Rails;Svelte;Symfony;Vue.js,ASP.NET Core ;Blazor;Deno;Drupal;Express;FastAPI;Fastify;Flask;Gatsby;jQuery;Laravel;Next.js;Node.js;Nuxt.js,.NET;Cordova;Hadoop;Ionic;Pandas;Qt;React Native;Tidyverse;TensorFlow;Xamarin,Apache Kafka;Apache Spark;Capacitor;Electron;Flutter;GTK;Keras;NumPy;Scikit-learn;Spring;Torch/PyTorch;Hugging Face Transformers;Uno Platform,Ansible;Chef;Docker;Flow;npm,Homebrew;Kubernetes;Pulumi;Puppet;Terraform;Unity 3D;Unreal Engine;Yarn,,,Linux-based;macOS;Windows;Windows Subsystem for Linux (WSL),BSD,I don't use one,,,,Adobe Workfront,Airtable;Asana;Cerri;ClickUp;Confluence;DingTalk (Teambition);Jira Work Management;Leankor;Microsoft Planner;Microsoft Lists;Planview Projectplace or Clarizen;Stack Overflow for Teams;Smartsheet;Swit;Trello;Wimi;Workzone;Wrike,Cisco Webex Teams;Coolfire Core;Google Chat;Mattermost,Microsoft Teams;RingCentral;Rocketchat;Slack;Symphony;Unify Circuit;Wickr;Wire;Zoom,Very favorable,Collectives on Stack Overflow;Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies);Stack Overflow,A few times per month or weekly,No,,Not sure,35-44 years old,Man,No,Bisexual;Queer,East Asian,None of the above,None of the above,,,,,,,,,,,,,,,,,,,,,Too long,Neither easy nor difficult,
39492,I code primarily as a hobby,"Student, full-time;Not employed, and not looking for work",,,Some college/university study without earning a degree,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);Online Courses or Certification",Blogs;Written Tutorials;Stack Overflow;Video-based Online Courses;Online forum;Coding sessions (live or recorded);Certification videos,Coursera;Udemy,3,,,,,Start a free trial;Visit developer communities like Stack Overflow;Research companies that have advertised on sites I visit,Saudi Arabia,,,,APL;Dart;JavaScript;Python,APL;Dart;JavaScript,MongoDB,MongoDB,Heroku,Heroku,Express;FastAPI;React.js,Express;FastAPI;React.js,Flutter,Flutter,Docker;npm,Docker;npm,Visual Studio Code,Visual Studio Code,,Linux-based;Windows;Windows Subsystem for Linux (WSL),Git,Command-line,,,,,,,Favorable,Stack Overflow,A few times per month or weekly,Not sure/can't remember,,Neutral,25-34 years old,Man,No,,Middle Eastern,None of the above,None of the above,,,,,,,,,,,,,,,,,,,,,Too long,Neither easy nor difficult,
40107,I am a developer by profession,"Employed, full-time;Student, full-time",Full in-person,Hobby;School or academic work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification",Technical documentation;Written Tutorials;Stack Overflow;Video-based Online Courses;How-to videos;Written-based Online Courses;Coding sessions (live or recorded),Udemy,8,,"Developer, full-stack;Educator",,,Start a free trial;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2Crowd,Saudi Arabia,,,,C#;Dart;HTML/CSS;Java;JavaScript;Kotlin;PowerShell;Python;Rust;SQL;TypeScript,C#;Dart;HTML/CSS;JavaScript;Kotlin;PowerShell;Python;Rust;SQL;TypeScript,Cloud Firestore;Microsoft SQL Server;MongoDB;Oracle;PostgreSQL;SQLite,Microsoft SQL Server;MongoDB;PostgreSQL;Redis;SQLite,DigitalOcean;Firebase;Microsoft Azure,DigitalOcean,Angular;ASP.NET Core ;Blazor;jQuery;Node.js;Vue.js,ASP.NET Core ;Blazor;Nuxt.js;Svelte;Vue.js,.NET;Flutter,.NET;Flutter,npm,Unity 3D,Android Studio;IntelliJ;Rider;Visual Studio;Visual Studio Code,Rider;Visual Studio;Visual Studio Code,Windows;Windows Subsystem for Linux (WSL),macOS;Windows;Windows Subsystem for Linux (WSL),Git,Code editor;Command-line,,,,,Cisco Webex Teams;Zoom,Cisco Webex Teams,Unfavorable,Stack Overflow;Stack Exchange,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",25-34 years old,Man,No,Straight / Heterosexual,Middle Eastern,,"I have a concentration and/or memory disorder (e.g., ADHD, etc.)",Yes,Independent contributor,6.0,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,1-2 times a week,3-5 times a week,10+ times a week,15-30 minutes a day,30-60 minutes a day,Somewhat long,Microservices,Yes,No,No,Appropriate in length,Neither easy nor difficult,
40541,I am a developer by profession,"Employed, full-time",Full in-person,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);Online Courses or Certification",Technical documentation;Blogs;Stack Overflow;Online books;How-to videos,Udemy;Pluralsight,15,8,"Developer, full-stack;Developer, desktop or enterprise applications;Developer, mobile;Developer, embedded applications or devices;Cloud infrastructure engineer","1,000 to 4,999 employees",I have little or no influence,Start a free trial;Visit developer communities like Stack Overflow,Saudi Arabia,SAR	Saudi Arabian riyal,170000.0,Yearly,C#,C#;Java;JavaScript;TypeScript,SQLite,PostgreSQL,Microsoft Azure,Microsoft Azure,Blazor,Blazor,.NET;Uno Platform;Xamarin,.NET;Xamarin,,,Visual Studio,Rider;Visual Studio,Windows;Windows Subsystem for Linux (WSL),Windows;Windows Subsystem for Linux (WSL),Git,Code editor;Dedicated version control GUI application,,,,,Microsoft Teams;Zoom,Microsoft Teams;Zoom,Favorable,Stack Overflow,Multiple times per day,Yes,A few times per week,"Yes, definitely",35-44 years old,Man,No,Prefer not to say,Middle Eastern,None of the above,None of the above,No,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,45336.0
40553,I am a developer by profession,"Not employed, but looking for work;Independent contractor, freelancer, or self-employed",Full in-person,Hobby;Freelance/contract work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);Online Courses or Certification;Coding Bootcamp;Colleague",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online books;How-to videos;Coding sessions (live or recorded);Certification videos,Coursera;Udemy;edX;Udacity,9,,"Developer, back-end;Developer, mobile",,,Start a free trial;Visit developer communities like Stack Overflow,Saudi Arabia,,,,C++;Dart;Java;Kotlin;Python,Kotlin,MySQL;SQLite,MySQL;Firebase Realtime Database;SQLite,Firebase,Firebase,Django,Django,Flutter,Flutter,Flow,Flow,Android Studio;Visual Studio Code,Android Studio;Visual Studio Code,Windows,Windows,Git,Command-line,,,,,,,Indifferent,Collectives on Stack Overflow;Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies);Stack Overflow;Stack Exchange,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,"Yes, somewhat",18-24 years old,Man,No,Straight / Heterosexual,African,None of the above,None of the above,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,
41220,I am learning to code,"Student, part-time",,,Some college/university study without earning a degree,Other (please specify):,,,2,,,,,Ask developers I know/work with;Read ratings or reviews on third party sites like G2Crowd,Saudi Arabia,,,,,,,,,,,,,,,,,,,,Other (please specify):,,,,,,,,,Stack Overflow,A few times per week,Not sure/can't remember,,Not sure,18-24 years old,Man,No,Straight / Heterosexual,Central Asian,None of the above,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",,,,,,,,,,,,,,,,,,,,,Too long,Difficult,
41511,I am learning to code,"Not employed, but looking for work",,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Books / Physical media;Online Courses or Certification;Coding Bootcamp,,Coursera;Udacity,2,,Student;Data or business analyst,,,Visit developer communities like Stack Overflow;Ask developers I know/work with;Read ratings or reviews on third party sites like G2Crowd,Saudi Arabia,,,,Python;R;SQL,Python;R;SQL,,,,,,,,,,,,,,,Git;SVN,Code editor;Version control hosting service web GUI,,,,,,,Favorable,Collectives on Stack Overflow,A few times per month or weekly,Yes,Less than once per month or monthly,"Yes, somewhat",25-34 years old,Woman,No,Prefer to self-describe:,Asian,None of the above,None of the above,,,,,,,,,,,,,,,,,,,,,Too long,Neither easy nor difficult,
41986,I am a developer by profession,"Employed, full-time",Full in-person,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification",Technical documentation;How-to videos;Coding sessions (live or recorded),Udemy,12,10,"Developer, full-stack",100 to 499 employees,I have some influence,Start a free trial,Saudi Arabia,SAR	Saudi Arabian riyal,25000.0,Monthly,C#;HTML/CSS;JavaScript;PowerShell;SQL,C#;HTML/CSS;JavaScript;SQL,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure;OVH,Microsoft Azure,ASP.NET;ASP.NET Core ;jQuery;Vue.js,ASP.NET Core ;Vue.js,.NET;Hadoop;Xamarin,.NET,,,Eclipse;Notepad++;Sublime Text;Visual Studio;Visual Studio Code,Notepad++;Visual Studio;Visual Studio Code,Linux-based;Windows,Windows,Git,Code editor,,,Notion,Notion,Microsoft Teams;Zoom,Microsoft Teams;Zoom,Very favorable,Stack Overflow,Multiple times per day,Yes,Less than once per month or monthly,"Yes, somewhat",25-34 years old,Man,No,Straight / Heterosexual,White;Middle Eastern,None of the above,None of the above,Yes,People manager,12.0,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Never,Never,Never,60-120 minutes a day,Less than 15 minutes a day,Somewhat long,None of these,Yes,No,No,Appropriate in length,Easy,80004.0
42486,I am a developer by profession,"Employed, full-time",Full in-person,I don’t code outside of work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Other online resources (e.g., videos, blogs, forum);Online Courses or Certification;Colleague",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online books;Video-based Online Courses;Online forum;How-to videos;Written-based Online Courses,Udemy,15,15,"Developer, full-stack",500 to 999 employees,I have some influence,Start a free trial;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2Crowd,Saudi Arabia,SAR	Saudi Arabian riyal,10000.0,Monthly,HTML/CSS;Java;JavaScript;SQL;TypeScript,HTML/CSS;Java;JavaScript;SQL;TypeScript,Microsoft SQL Server,Microsoft SQL Server;MongoDB;Redis,,,Angular;jQuery,Angular,Spring,Ionic;Spring,npm,Docker;Kubernetes;npm;Yarn,Eclipse;Visual Studio Code,Eclipse;IntelliJ;Visual Studio Code,Windows,Windows,Git,Code editor;Version control hosting service web GUI,,,,,Microsoft Teams;Zoom,Microsoft Teams,Unsure,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"Yes, somewhat",35-44 years old,Man,No,Straight / Heterosexual,Indian,None of the above,None of the above,Yes,Independent contributor,14.0,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Disagree,1-2 times a week,10+ times a week,Never,15-30 minutes a day,Less than 15 minutes a day,Just right,None of these,Yes,No,Yes,Appropriate in length,Easy,32004.0
47090,I am a developer by profession,"Employed, full-time",,Freelance/contract work;Other (please specify):,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Books / Physical media,,,41,8,Academic researcher,"Just me - I am a freelancer, sole proprietor, etc.",I have little or no influence,Start a free trial,Saudi Arabia,SAR	Saudi Arabian riyal,5600.0,Monthly,APL,APL,,,,,,,,,,,,,BSD,BSD;Linux-based;macOS;Windows;Windows Subsystem for Linux (WSL),Git,Version control hosting service web GUI,,,,,,,Favorable,Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies),Less than once per month or monthly,Yes,I have never participated in Q&A on Stack Overflow,"No, not at all",25-34 years old,Woman,Prefer not to say,Straight / Heterosexual,"Or, in your own words:",None of the above,I have an anxiety disorder,Yes,Independent contributor,,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,1-2 times a week,Never,Never,15-30 minutes a day,Less than 15 minutes a day,Very long,Innersource initiative;DevOps function;Microservices;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;Automated testing;Observability tools;None of these,Yes,Yes,,Too short,Neither easy nor difficult,17916.0
